Κατασκευαστής,Τύπος,Εγγραφή,Ηλικία,Καύσιμο,Μετάδοση,Κυβικά,Ιπποδύναμη,Χιλιόμετρα,Κατάσταση,Περιοχή,Τιμή
Mercedes-Benz,GLC 300,2025.0,1.0,Plug-in Hybrid Πετρελαίου,Αυτόματο,2000.0,333.0,9900.0,Μεταχειρισμένο,ΑΘΗΝΑ 10674,81000.0
Volkswagen,Taigo,2025.0,1.0,Βενζίνη,Αυτόματο,1000.0,115.0,16579.0,Μεταχειρισμένο,ΜΑΡΟΥΣΙ 15124,22500.0
Mercedes-Benz,E 300,2025.0,1.0,Plug-in Hybrid Πετρελαίου,Αυτόματο,2000.0,313.0,17100.0,Μεταχειρισμένο,ΠΑΛΛΗΝΗ 15351,75000.0
Audi,A5,2025.0,1.0,Υβριδικό Πετρελαίου,Αυτόματο,2000.0,204.0,6848.0,Μεταχειρισμένο,ΜΑΡΟΥΣΙ 15124,67900.0
Audi,A1,2025.0,1.0,Βενζίνη,Αυτόματο,1000.0,116.0,3397.0,Μεταχειρισμένο,ΜΑΡΟΥΣΙ 15124,26950.0
Volkswagen,T-Cross,2025.0,1.0,Βενζίνη,Χειροκίνητο,1000.0,95.0,16460.0,Μεταχειρισμένο,ΜΑΡΟΥΣΙ 15124,20900.0
Audi,A1,2025.0,1.0,Βενζίνη,Αυτόματο,1000.0,116.0,14549.0,Μεταχειρισμένο,ΜΑΡΟΥΣΙ 15124,25800.0
BMW,XM,2025.0,1.0,Plug-in Hybrid Βενζίνης,Αυτόματο,4400.0,473.0,6500.0,Μεταχειρισμένο,ΜΕΤΑΜΟΡΦΩΣΗ 14451,148000.0
Peugeot,2008,2025.0,1.0,Βενζίνη,Χειροκίνητο,1200.0,100.0,4500.0,Μεταχειρισμένο,ΚΗΦΙΣΙΑ 14561,18800.0
Citroen,C3,2025.0,1.0,Βενζίνη,Χειροκίνητο,1200.0,100.0,12900.0,Μεταχειρισμένο,ΑΘΗΝΑ 11143,16950.0
Peugeot,208,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1200.0,110.0,10000.0,Μεταχειρισμένο,ΑΘΗΝΑ 11143,19700.0
Peugeot,3008,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1200.0,145.0,1600.0,Μεταχειρισμένο,ΚΗΦΙΣΙΑ 14561,32300.0
Mercedes-Benz,GLE 53 AMG,2025.0,1.0,Plug-in Hybrid Βενζίνης,Αυτόματο,3000.0,549.0,3900.0,Μεταχειρισμένο,ΚΗΦΙΣΙΑ 14561,159000.0
Lotus,Eletre,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,905.0,28.0,Καινούργιο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,165000.0
Subaru,Forester,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,2000.0,136.0,0.0,Καινούργιο,ΧΑΛΑΝΔΡΙ 15232,54250.0
Omoda,5,2025.0,1.0,Βενζίνη,Αυτόματο,1600.0,147.0,10500.0,Μεταχειρισμένο,ΚΗΦΙΣΙΑ 14564,22000.0
Seat,Arona,2026.0,0.0,Βενζίνη,Χειροκίνητο,1000.0,95.0,0.0,Καινούργιο,ΕΛΕΥΣΙΝΑ 19200,18589.0
Honda,HR-V,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,131.0,1.0,Καινούργιο,ΑΧΑΡΝΕΣ 13671,41090.0
Dacia,Duster,2025.0,1.0,LPG / Βενζίνη,Χειροκίνητο,1000.0,100.0,0.0,Καινούργιο,ΠΕΙΡΑΙΑΣ 18542,20000.0
Nissan,Primastar,2026.0,0.0,Πετρέλαιο,Χειροκίνητο,2000.0,150.0,1.0,Καινούργιο,ΧΑΙΔΑΡΙ 12461,32179.0
Nissan,X-Trail,2026.0,0.0,Βενζίνη,Αυτόματο,1500.0,163.0,1.0,Καινούργιο,ΧΑΙΔΑΡΙ 12461,36990.0
KGM,Torres EVX,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,207.0,1.0,Καινούργιο,ΧΑΙΔΑΡΙ 12461,38190.0
Nissan,NV400,2026.0,0.0,Πετρέλαιο,Χειροκίνητο,2300.0,150.0,1.0,Καινούργιο,ΧΑΙΔΑΡΙ 12461,34724.0
Nissan,Primastar,2026.0,0.0,Πετρέλαιο,Χειροκίνητο,2000.0,150.0,1.0,Καινούργιο,ΧΑΙΔΑΡΙ 12461,32098.0
Nissan,Qashqai,2026.0,0.0,Υβριδικό Βενζίνης,Χειροκίνητο,1300.0,140.0,1.0,Καινούργιο,ΧΑΙΔΑΡΙ 12461,34590.0
Nissan,Juke,2026.0,0.0,Βενζίνη,Αυτόματο,1000.0,114.0,1.0,Καινούργιο,ΧΑΙΔΑΡΙ 12461,25390.0
Toyota,Aygo (X),2025.0,1.0,Βενζίνη,Αυτόματο,1000.0,72.0,7000.0,Μεταχειρισμένο,ΜΑΡΟΥΣΙ 15124,20700.0
Nissan,Juke,2026.0,0.0,Βενζίνη,Χειροκίνητο,1000.0,114.0,1.0,Καινούργιο,ΧΑΙΔΑΡΙ 12461,23390.0
Nissan,Qashqai,2026.0,0.0,Υβριδικό Βενζίνης,Χειροκίνητο,1300.0,140.0,1.0,Καινούργιο,ΧΑΙΔΑΡΙ 12461,30590.0
Nissan,Townstar,2026.0,0.0,Ηλεκτρικό,Αυτόματο,,122.0,1.0,Καινούργιο,ΧΑΙΔΑΡΙ 12461,36990.0
Nissan,X-Trail,2026.0,0.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,213.0,1.0,Καινούργιο,ΧΑΙΔΑΡΙ 12461,53490.0
Nissan,Juke,2025.0,1.0,Βενζίνη,Χειροκίνητο,1000.0,114.0,1.0,Καινούργιο,ΧΑΙΔΑΡΙ 12461,21990.0
Nissan,Primastar,2026.0,0.0,Πετρέλαιο,Χειροκίνητο,2000.0,150.0,1.0,Καινούργιο,ΧΑΙΔΑΡΙ 12461,48900.0
Nissan,Qashqai,2026.0,0.0,Υβριδικό Βενζίνης,Αυτόματο,1300.0,158.0,1.0,Καινούργιο,ΧΑΙΔΑΡΙ 12461,33590.0
Chery,Tiggo 4,2026.0,0.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,204.0,1.0,Καινούργιο,ΧΑΙΔΑΡΙ 12461,22990.0
Chery,Tiggo 4,2026.0,0.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,204.0,1.0,Καινούργιο,ΧΑΙΔΑΡΙ 12461,24990.0
Nissan,Ariya,2026.0,0.0,Ηλεκτρικό,Αυτόματο,,218.0,1.0,Καινούργιο,ΧΑΙΔΑΡΙ 12461,44900.0
KGM,Tivoli,2025.0,1.0,Βενζίνη,Αυτόματο,1500.0,163.0,1.0,Καινούργιο,ΧΑΙΔΑΡΙ 12461,20300.0
Nissan,Primastar,2026.0,0.0,Πετρέλαιο,Αυτόματο,2000.0,150.0,1.0,Καινούργιο,ΧΑΙΔΑΡΙ 12461,53900.0
KGM,Tivoli,2025.0,1.0,Βενζίνη,Χειροκίνητο,1500.0,163.0,1.0,Καινούργιο,ΧΑΙΔΑΡΙ 12461,18400.0
Nissan,Juke,2026.0,0.0,Βενζίνη,Αυτόματο,1000.0,114.0,1.0,Καινούργιο,ΧΑΙΔΑΡΙ 12461,23290.0
Peugeot,208,2025.0,1.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1200.0,110.0,10000.0,Μεταχειρισμένο,ΕΚΑΛΗ 14578,19000.0
Toyota,Corolla Cross,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1800.0,140.0,3000.0,Μεταχειρισμένο,ΔΡΑΠΕΤΣΩΝΑ 18648,33000.0
Peugeot,3008,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1200.0,145.0,4000.0,Μεταχειρισμένο,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ 15343,32390.0
Renault,Clio,2025.0,1.0,LPG / Βενζίνη,Χειροκίνητο,1000.0,100.0,870.0,Μεταχειρισμένο,ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ 14342,21000.0
Mini,Aceman,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,218.0,23400.0,Μεταχειρισμένο,ΧΑΛΑΝΔΡΙ 15233,37300.0
Ford,Kuga,2025.0,1.0,Βενζίνη,Αυτόματο,1500.0,186.0,8465.0,Μεταχειρισμένο,ΣΑΛΑΜΙΝΑ 18900,33000.0
BMW,X2,2025.0,1.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1500.0,170.0,20000.0,Μεταχειρισμένο,ΠΕΡΙΣΤΕΡΙ 12136,42950.0
Chery,Τiggo 7,2025.0,1.0,Βενζίνη,Αυτόματο,1600.0,147.0,13500.0,Μεταχειρισμένο,ΚΕΡΑΤΣΙΝΙ 18757,24900.0
Κόμπακτ / Hatchback,Ecosmart x9,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,4.0,0.0,Καινούργιο,ΓΕΡΑΚΑΣ 15344,6600.0
Peugeot,2008,2025.0,1.0,Βενζίνη,Χειροκίνητο,1200.0,100.0,2700.0,Μεταχειρισμένο,ΚΗΦΙΣΙΑ 14561,19400.0
Κόμπακτ / Hatchback,Ecosmart X7,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,3.0,0.0,Καινούργιο,ΓΕΡΑΚΑΣ 15344,5900.0
Κόμπακτ / Hatchback,Ecosmart SL,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,4.0,0.0,Καινούργιο,ΓΕΡΑΚΑΣ 15344,9600.0
Geely,ECOSMART M1,2026.0,0.0,Ηλεκτρικό,Αυτόματο,,40.0,0.0,Καινούργιο,ΓΕΡΑΚΑΣ 15344,11500.0
Toyota,C-HR,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,2000.0,198.0,950.0,Μεταχειρισμένο,ΑΘΗΝΑ 10445,41500.0
Nissan,Juke,2025.0,1.0,Βενζίνη,Αυτόματο,1000.0,114.0,14000.0,Μεταχειρισμένο,ΓΕΡΑΚΑΣ 15344,21500.0
BMW,M2,2026.0,0.0,Βενζίνη,Αυτόματο,3000.0,530.0,22.0,Καινούργιο,ΒΥΡΩΝΑΣ 16233,138900.0
DS,DS7,2025.0,1.0,Πετρέλαιο,Αυτόματο,1500.0,130.0,1465.0,Μεταχειρισμένο,ΜΑΡΟΥΣΙ 15125,41900.0
Opel,Grandland (X),2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1200.0,145.0,1659.0,Μεταχειρισμένο,ΜΑΡΟΥΣΙ 15125,34900.0
Peugeot,3008,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1200.0,145.0,1400.0,Καινούργιο,ΜΕΓΑΡΑ 19100,31500.0
BYD,ATTO 2,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,177.0,4000.0,Μεταχειρισμένο,ΑΘΗΝΑ 11362,28000.0
Renault,Clio,2025.0,1.0,Πετρέλαιο,Χειροκίνητο,1500.0,100.0,0.0,Καινούργιο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,21900.0
Dacia,Sandero,2025.0,1.0,LPG / Βενζίνη,Χειροκίνητο,1000.0,100.0,0.0,Καινούργιο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,18395.0
Toyota,C-HR,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1800.0,140.0,0.0,Καινούργιο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,29300.0
Dacia,Duster,2025.0,1.0,LPG / Βενζίνη,Χειροκίνητο,1000.0,100.0,0.0,Καινούργιο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,21900.0
Fiat,600,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1200.0,100.0,0.0,Καινούργιο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,25200.0
Ford,Kuga,2025.0,1.0,Βενζίνη,Χειροκίνητο,1500.0,186.0,0.0,Καινούργιο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,33900.0
Alfa Romeo,Junior,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1200.0,136.0,0.0,Καινούργιο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,31100.0
Peugeot,2008,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1200.0,145.0,0.0,Καινούργιο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,25600.0
Fiat,Panda,2025.0,1.0,Βενζίνη,Χειροκίνητο,1000.0,70.0,0.0,Καινούργιο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,16700.0
Citroen,C3 Aircross,2025.0,1.0,Βενζίνη,Χειροκίνητο,1200.0,100.0,0.0,Καινούργιο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,21500.0
Renault,Captur,2025.0,1.0,LPG / Βενζίνη,Χειροκίνητο,1000.0,100.0,0.0,Καινούργιο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,22400.0
Audi,Q2,2025.0,1.0,Βενζίνη,Αυτόματο,1500.0,150.0,6000.0,Μεταχειρισμένο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,33300.0
Citroen,C3,2025.0,1.0,Βενζίνη,Χειροκίνητο,1200.0,100.0,0.0,Καινούργιο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,19900.0
Volkswagen,T-Cross,2025.0,1.0,Βενζίνη,Αυτόματο,1000.0,116.0,0.0,Καινούργιο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,26580.0
Toyota,Aygo (X),2025.0,1.0,Βενζίνη,Αυτόματο,1000.0,72.0,7000.0,Μεταχειρισμένο,ΜΑΡΟΥΣΙ 15124,20700.0
Fiat,Grande Panda,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1200.0,110.0,0.0,Καινούργιο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,20800.0
BYD,ATTO 3,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,204.0,0.0,Καινούργιο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,30990.0
Kia,Picanto,2025.0,1.0,Βενζίνη,Αυτόματο,1200.0,79.0,0.0,Καινούργιο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,17290.0
BYD,DOLPHIN,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,204.0,0.0,Καινούργιο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,25980.0
Citroen,C3,2025.0,1.0,Βενζίνη,Χειροκίνητο,1200.0,100.0,0.0,Καινούργιο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,17110.0
Toyota,Yaris,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,116.0,0.0,Καινούργιο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,25900.0
Volkswagen,T-Roc,2025.0,1.0,Βενζίνη,Αυτόματο,1500.0,150.0,0.0,Καινούργιο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,28500.0
Audi,A3,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,150.0,0.0,Καινούργιο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,29900.0
BMW,120,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,170.0,0.0,Καινούργιο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,33990.0
Ford,Puma,2025.0,1.0,Βενζίνη,Αυτόματο,1000.0,125.0,0.0,Καινούργιο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,27758.0
BMW,X1,2025.0,1.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1500.0,245.0,0.0,Καινούργιο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,51520.0
Hyundai,i 20,2025.0,1.0,Βενζίνη,Αυτόματο,1000.0,100.0,0.0,Καινούργιο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,21190.0
Citroen,Berlingo,2025.0,1.0,Πετρέλαιο,Χειροκίνητο,1500.0,130.0,0.0,Καινούργιο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,34800.0
Toyota,Aygo (X),2025.0,1.0,Βενζίνη,Αυτόματο,1000.0,72.0,0.0,Καινούργιο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,18770.0
Peugeot,208,2025.0,1.0,Βενζίνη,Χειροκίνητο,1200.0,100.0,0.0,Καινούργιο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,20800.0
Toyota,Yaris Cross,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,116.0,0.0,Καινούργιο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,25310.0
Toyota,Yaris,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,116.0,0.0,Καινούργιο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,22319.0
Nissan,Qashqai,2026.0,0.0,Υβριδικό Βενζίνης,Χειροκίνητο,1300.0,158.0,0.0,Καινούργιο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,33590.0
Tesla,Model 3,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,441.0,0.0,Καινούργιο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,39990.0
Peugeot,208,2025.0,1.0,Βενζίνη,Χειροκίνητο,1200.0,100.0,15000.0,Μεταχειρισμένο,ΑΘΗΝΑ 10447,16750.0
Peugeot,208,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1200.0,110.0,10000.0,Μεταχειρισμένο,ΑΘΗΝΑ 10447,19700.0
Peugeot,208,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1200.0,110.0,11000.0,Μεταχειρισμένο,ΑΘΗΝΑ 10447,19700.0
Peugeot,208,2025.0,1.0,Βενζίνη,Χειροκίνητο,1200.0,100.0,12000.0,Μεταχειρισμένο,ΑΘΗΝΑ 10447,16750.0
Audi,Q3,2025.0,1.0,Βενζίνη,Αυτόματο,1500.0,150.0,10500.0,Μεταχειρισμένο,ΚΗΦΙΣΙΑ 14561,34900.0
Peugeot,208,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1200.0,110.0,17000.0,Μεταχειρισμένο,ΑΘΗΝΑ 10447,19700.0
Peugeot,208,2025.0,1.0,Βενζίνη,Χειροκίνητο,1200.0,100.0,10000.0,Μεταχειρισμένο,ΑΘΗΝΑ 10447,16600.0
Mercedes-Benz,GLE 350,2025.0,1.0,Plug-in Hybrid Πετρελαίου,Αυτόματο,2000.0,333.0,8900.0,Μεταχειρισμένο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,120000.0
Mini,Countryman,2025.0,1.0,Βενζίνη,Αυτόματο,2000.0,300.0,5862.0,Μεταχειρισμένο,ΒΟΥΛΑ 16673,57500.0
Citroen,C3,2025.0,1.0,Βενζίνη,Χειροκίνητο,1200.0,100.0,13753.0,Μεταχειρισμένο,ΜΑΡΟΥΣΙ 15125,17150.0
Peugeot,2008,2025.0,1.0,Βενζίνη,Χειροκίνητο,1200.0,100.0,11494.0,Μεταχειρισμένο,ΜΑΡΟΥΣΙ 15125,19000.0
Peugeot,208,2025.0,1.0,Βενζίνη,Χειροκίνητο,1200.0,100.0,11706.0,Μεταχειρισμένο,ΜΑΡΟΥΣΙ 15125,16600.0
Citroen,C3,2025.0,1.0,Βενζίνη,Χειροκίνητο,1200.0,100.0,13318.0,Μεταχειρισμένο,ΜΑΡΟΥΣΙ 15125,17150.0
Opel,Mokka,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1200.0,145.0,1895.0,Μεταχειρισμένο,ΜΑΡΟΥΣΙ 15125,26900.0
Peugeot,208,2025.0,1.0,Βενζίνη,Χειροκίνητο,1200.0,100.0,14064.0,Μεταχειρισμένο,ΜΑΡΟΥΣΙ 15125,16950.0
Suzuki,Vitara,2025.0,1.0,Υβριδικό Βενζίνης,Χειροκίνητο,1400.0,110.0,1780.0,Μεταχειρισμένο,ΠΕΙΡΑΙΑΣ 18543,24990.0
Hyundai,i 20,2025.0,1.0,Βενζίνη,Χειροκίνητο,1000.0,100.0,9200.0,Μεταχειρισμένο,ΙΛΙΟΝ 13122,21000.0
Toyota,Yaris,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,116.0,14000.0,Μεταχειρισμένο,ΚΗΦΙΣΙΑ 14564,21400.0
Toyota,Aygo (X),2025.0,1.0,Βενζίνη,Χειροκίνητο,1000.0,72.0,2150.0,Μεταχειρισμένο,ΚΗΦΙΣΙΑ 14564,16500.0
Toyota,RAV 4,2025.0,1.0,Plug-in Hybrid Βενζίνης,Αυτόματο,2500.0,306.0,411.0,Καινούργιο,ΚΗΦΙΣΙΑ 14564,56900.0
Toyota,Yaris,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,116.0,22000.0,Μεταχειρισμένο,ΚΗΦΙΣΙΑ 14564,21400.0
Volvo,EX30,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,270.0,12200.0,Μεταχειρισμένο,ΒΥΡΩΝΑΣ 16231,38000.0
Dacia,Duster,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1600.0,140.0,18.0,Μεταχειρισμένο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,24490.0
Citroen,C3,2025.0,1.0,Βενζίνη,Χειροκίνητο,1500.0,100.0,8900.0,Μεταχειρισμένο,ΑΧΑΡΝΕΣ 13672,16890.0
MG,EHS,2025.0,1.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1500.0,272.0,5445.0,Μεταχειρισμένο,ΝΕΑ ΙΩΝΙΑ 14235,33000.0
Opel,Grandland (X),2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1200.0,145.0,726.0,Μεταχειρισμένο,ΝΕΑ ΙΩΝΙΑ 14235,32500.0
Audi,Q3,2025.0,1.0,Βενζίνη,Αυτόματο,1500.0,150.0,12900.0,Μεταχειρισμένο,ΒΑΡΗ 16672,38500.0
Volvo,XC 90,2025.0,1.0,Plug-in Hybrid Βενζίνης,Αυτόματο,2000.0,455.0,9500.0,Μεταχειρισμένο,ΘΡΑΚΟΜΑΚΕΔΟΝΕΣ 13676,89000.0
Opel,Frontera,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,113.0,120.0,Μεταχειρισμένο,ΝΕΑ ΙΩΝΙΑ 14235,23500.0
Peugeot,2008,2025.0,1.0,Βενζίνη,Χειροκίνητο,1200.0,100.0,2700.0,Μεταχειρισμένο,ΚΗΦΙΣΙΑ 14561,19400.0
Mazda,2 Hybrid,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,116.0,8313.0,Μεταχειρισμένο,ΓΛΥΦΑΔΑ 16674,20400.0
Mazda,3,2025.0,1.0,Βενζίνη,Αυτόματο,2000.0,186.0,4474.0,Μεταχειρισμένο,ΜΑΡΟΥΣΙ 15125,31900.0
MG,MG3,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,197.0,18165.0,Μεταχειρισμένο,ΜΑΡΟΥΣΙ 15125,17900.0
BMW,iX1,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,301.0,19324.0,Μεταχειρισμένο,ΝΕΑ ΣΜΥΡΝΗ 17122,44900.0
LandRover,Range Rover Sport,2025.0,1.0,Βενζίνη,Αυτόματο,3000.0,400.0,89000.0,Μεταχειρισμένο,ΠΕΙΡΑΙΑΣ 18532,25000.0
Citroen,C3 Aircross,2025.0,1.0,Βενζίνη,Αυτόματο,1200.0,75.0,10000.0,Μεταχειρισμένο,ΠΕΙΡΑΙΑΣ 18532,9000.0
Citroen,C3,2025.0,1.0,Βενζίνη,Αυτόματο,1200.0,75.0,10000.0,Μεταχειρισμένο,ΠΕΙΡΑΙΑΣ 18532,6500.0
Farizon,SuperVAN,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,268.0,3900.0,Μεταχειρισμένο,ΜΑΡΟΥΣΙ 15124,23900.0
Farizon,SuperVAN,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,228.0,4300.0,Μεταχειρισμένο,ΜΑΡΟΥΣΙ 15124,31900.0
Renault,Clio,2026.0,0.0,Βενζίνη,Χειροκίνητο,1200.0,115.0,0.0,Καινούργιο,ΑΘΗΝΑ 11527,20900.0
Citroen,C3,2025.0,1.0,Βενζίνη,Χειροκίνητο,1200.0,100.0,8000.0,Μεταχειρισμένο,ΜΑΡΚΟΠΟΥΛΟ 19003,16990.0
Opel,Mokka,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1200.0,145.0,2500.0,Μεταχειρισμένο,ΚΗΦΙΣΙΑ 14561,24900.0
Kia,Stonic,2026.0,0.0,Υβριδικό Βενζίνης,Χειροκίνητο,1000.0,115.0,0.0,Καινούργιο,ΕΛΕΥΣΙΝΑ 19200,21590.0
Kia,Xceed,2026.0,0.0,Υβριδικό Βενζίνης,Χειροκίνητο,1000.0,115.0,0.0,Καινούργιο,ΕΛΕΥΣΙΝΑ 19200,22990.0
MG,ZS,2025.0,1.0,Βενζίνη,Χειροκίνητο,1500.0,106.0,19940.0,Μεταχειρισμένο,ΒΟΥΛΑ 16673,16850.0
Mercedes-Benz,E 300,2025.0,1.0,Plug-in Hybrid Πετρελαίου,Αυτόματο,2000.0,313.0,17100.0,Μεταχειρισμένο,ΠΑΛΛΗΝΗ 15351,75000.0
MG,MG3,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,195.0,514.0,Μεταχειρισμένο,ΒΥΡΩΝΑΣ 16233,20800.0
MG,MG3,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,197.0,14307.0,Μεταχειρισμένο,ΒΟΥΛΑ 16673,17900.0
Peugeot,2008,2025.0,1.0,Βενζίνη,Χειροκίνητο,1200.0,100.0,6712.0,Μεταχειρισμένο,ΒΟΥΛΑ 16673,19000.0
MG,EHS,2025.0,1.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1500.0,272.0,6600.0,Μεταχειρισμένο,ΒΥΡΩΝΑΣ 16233,32800.0
Kia,Sportage,2026.0,0.0,Υβριδικό Βενζίνης,Αυτόματο,1600.0,239.0,0.0,Καινούργιο,ΕΛΕΥΣΙΝΑ 19200,34990.0
Peugeot,208,2025.0,1.0,Βενζίνη,Χειροκίνητο,1200.0,100.0,13000.0,Μεταχειρισμένο,ΚΗΦΙΣΙΑ 14561,16600.0
Peugeot,208,2025.0,1.0,Υβριδικό Βενζίνης,Αυτόματο,1200.0,110.0,5500.0,Μεταχειρισμένο,ΚΗΦΙΣΙΑ 14561,19700.0
Zhidou,D2,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,27.0,0.0,Καινούργιο,ΚΕΡΑΤΣΙΝΙ 18758,9900.0
Zhidou,D3,2026.0,0.0,Ηλεκτρικό,Αυτόματο,,40.0,0.0,Καινούργιο,ΚΕΡΑΤΣΙΝΙ 18758,11000.0
Zhidou,D2,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,27.0,0.0,Καινούργιο,ΚΕΡΑΤΣΙΝΙ 18758,9900.0
Zhidou,D2,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,27.0,0.0,Καινούργιο,ΚΕΡΑΤΣΙΝΙ 18758,10600.0
Zhidou,D2,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,27.0,0.0,Καινούργιο,ΚΕΡΑΤΣΙΝΙ 18758,10600.0
Zhidou,D2,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,27.0,0.0,Καινούργιο,ΚΕΡΑΤΣΙΝΙ 18758,9900.0
Zhidou,D2,2025.0,1.0,Ηλεκτρικό,Αυτόματο,,27.0,0.0,Καινούργιο,ΚΕΡΑΤΣΙΝΙ 18758,9900.0
